"filename", "language", "TypeScript", "JSON", "HTML", "JavaScript", "SCSS", "XML", "comment", "blank", "total"
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\combo\combo.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\combo\combo.component.ts", "TypeScript", 166, 0, 0, 0, 0, 0, 8, 57, 231
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\combo\comboService.ts", "TypeScript", 70, 0, 0, 0, 0, 0, 2, 26, 98
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\discount\discount-form\discount-form.component.html", "HTML", 0, 0, 90, 0, 0, 0, 0, 36, 126
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\discount\discount-form\discount-form.component.scss", "SCSS", 0, 0, 0, 0, 58, 0, 2, 20, 80
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\discount\discount-form\discount-form.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\discount\discount-form\discount-form.component.ts", "TypeScript", 250, 0, 0, 0, 0, 0, 3, 73, 326
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\discount\discountService.ts", "TypeScript", 49, 0, 0, 0, 0, 0, 0, 24, 73
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\discount\discounts\discounts.component.html", "HTML", 0, 0, 80, 0, 0, 0, 1, 17, 98
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\discount\discounts\discounts.component.scss", "SCSS", 0, 0, 0, 0, 30, 0, 11, 10, 51
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\discount\discounts\discounts.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\discount\discounts\discounts.component.ts", "TypeScript", 129, 0, 0, 0, 0, 0, 15, 63, 207
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\establishments\Service\EstablishmentService.ts", "TypeScript", 93, 0, 0, 0, 0, 0, 3, 41, 137
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\establishments\Service\establishment.model.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 9, 29
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\establishments\addestab\addestab.component.html", "HTML", 0, 0, 100, 0, 0, 0, 15, 29, 144
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\establishments\addestab\addestab.component.scss", "SCSS", 0, 0, 0, 0, 16, 0, 0, 5, 21
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\establishments\addestab\addestab.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\establishments\addestab\addestab.component.ts", "TypeScript", 350, 0, 0, 0, 0, 0, 12, 93, 455
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\establishments\establishments.component.html", "HTML", 0, 0, 52, 0, 0, 0, 2, 2, 56
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\establishments\establishments.component.scss", "SCSS", 0, 0, 0, 0, 6, 0, 0, 3, 9
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\establishments\establishments.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\establishments\establishments.component.ts", "TypeScript", 148, 0, 0, 0, 0, 0, 8, 40, 196
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\notificationService.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 9, 29
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\payment\CanDeactivateGuard.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 9, 1, 13
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\payment\OrderGuard.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 1, 4, 25
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\payment\clients\clientService.ts", "TypeScript", 89, 0, 0, 0, 0, 0, 3, 37, 129
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\payment\clients\clients.component.html", "HTML", 0, 0, 11, 0, 0, 0, 0, 5, 16
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\payment\clients\clients.component.scss", "SCSS", 0, 0, 0, 0, 73, 0, 0, 18, 91
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\payment\clients\clients.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\payment\clients\clients.component.ts", "TypeScript", 160, 0, 0, 0, 0, 0, 1, 35, 196
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\payment\orderService.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 2, 28, 83
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\payment\payment.component.html", "HTML", 0, 0, 52, 0, 0, 0, 1, 24, 77
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\payment\payment.component.scss", "SCSS", 0, 0, 0, 0, 148, 0, 3, 39, 190
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\payment\payment.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\payment\payment.component.ts", "TypeScript", 303, 0, 0, 0, 0, 0, 10, 88, 401
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\pos\itemService.ts", "TypeScript", 58, 0, 0, 0, 0, 0, 3, 26, 87
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\pos\open-orders\open-orders.component.html", "HTML", 0, 0, 20, 0, 0, 0, 0, 1, 21
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\pos\open-orders\open-orders.component.scss", "SCSS", 0, 0, 0, 0, 54, 0, 0, 11, 65
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\pos\open-orders\open-orders.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\pos\open-orders\open-orders.component.ts", "TypeScript", 60, 0, 0, 0, 0, 0, 0, 11, 71
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\pos\pos.component.html", "HTML", 0, 0, 150, 0, 0, 0, 23, 27, 200
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\pos\pos.component.scss", "SCSS", 0, 0, 0, 0, 278, 0, 73, 133, 484
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\pos\pos.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\pos\pos.component.ts", "TypeScript", 596, 0, 0, 0, 0, 0, 94, 183, 873
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\sample-page\sample-page.component.html", "HTML", 0, 0, 12, 0, 0, 0, 0, 1, 13
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\sample-page\sample-page.component.scss", "SCSS", 0, 0, 0, 0, 15, 0, 0, 4, 19
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\sample-page\sample-page.component.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\session\SessionSelectionService.ts", "TypeScript", 82, 0, 0, 0, 0, 0, 0, 24, 106
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\session\session.component.html", "HTML", 0, 0, 42, 0, 0, 0, 0, 11, 53
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\session\session.component.scss", "SCSS", 0, 0, 0, 0, 51, 0, 2, 16, 69
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\session\session.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\session\session.component.ts", "TypeScript", 197, 0, 0, 0, 0, 0, 53, 40, 290
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\session\sessionService.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 12, 30, 104
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\stats\WebsocketService.ts", "TypeScript", 71, 0, 0, 0, 0, 0, 9, 31, 111
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\stats\stats.component.html", "HTML", 0, 0, 261, 0, 0, 0, 5, 86, 352
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\stats\stats.component.scss", "SCSS", 0, 0, 0, 0, 156, 0, 11, 52, 219
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\stats\stats.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\stats\stats.component.ts", "TypeScript", 405, 0, 0, 0, 0, 0, 8, 106, 519
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\extra\stats\statsService.ts", "TypeScript", 128, 0, 0, 0, 0, 0, 2, 33, 163
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signin\auth-signin.component.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signin\auth-signin.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signin\auth-signin.component.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 7, 36
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signin\loginService.ts", "TypeScript", 167, 0, 0, 0, 0, 0, 18, 45, 230
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signup\auth-signup.component.html", "HTML", 0, 0, 40, 0, 0, 0, 0, 1, 41
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signup\auth-signup.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\auth-signup\auth-signup.component.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 0, 17, 69
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\authentication-routing.module.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 3, 25
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\authentication.module.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\forgot-password\forgot-password.component.html", "HTML", 0, 0, 35, 0, 0, 0, 1, 5, 41
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\forgot-password\forgot-password.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\forgot-password\forgot-password.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\authentication\forgot-password\forgot-password.component.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 6, 22
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\form-elements\basic-elements\basic-elements.component.html", "HTML", 0, 0, 1316, 0, 0, 0, 0, 8, 1324
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\form-elements\basic-elements\basic-elements.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\form-elements\basic-elements\basic-elements.component.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\form-elements\form-elements-routing.module.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\form-elements\form-elements.module.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\notactive\notactive.component.html", "HTML", 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\notactive\notactive.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\notactive\notactive.component.spec.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\notactive\notactive.component.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\tables\tables-routing.module.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\tables\tables.module.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\tables\tbl-bootstrap\tbl-bootstrap.component.html", "HTML", 0, 0, 522, 0, 0, 0, 0, 1, 523
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\tables\tbl-bootstrap\tbl-bootstrap.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\pages\tables\tbl-bootstrap\tbl-bootstrap.component.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-badge\basic-badge.component.html", "HTML", 0, 0, 70, 0, 0, 0, 0, 1, 71
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-badge\basic-badge.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-badge\basic-badge.component.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-button\basic-button.component.html", "HTML", 0, 0, 1376, 0, 0, 0, 4, 1, 1381
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-button\basic-button.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-button\basic-button.component.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-collapse\basic-collapse.component.html", "HTML", 0, 0, 203, 0, 0, 0, 6, 5, 214
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-collapse\basic-collapse.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-collapse\basic-collapse.component.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 3, 3, 22
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-tabs-pills\basic-tabs-pills.component.html", "HTML", 0, 0, 236, 0, 0, 0, 1, 1, 238
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-tabs-pills\basic-tabs-pills.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\demo\ui-elements\ui-basic\basic-tabs-pills\basic-tabs-pills.component.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 2, 12
